word,translation,audiourl
nēmihto,dance,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3ec41dc4-8238-4173-be23-ffdf6b72daf2/443a.mp3
nēpawi,Stand up,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c4828195-02fd-4b0a-974e-7118235b8715/244a.mp3
nēpin,It is summer,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b013d129-59e3-48fb-8c9b-542779fef7d1/213a.mp3
nēso,The numeral - number two,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/91c1173d-d55a-484f-a6b0-497d6c3062b1/88a.mp3
nēsohkamaw,Be of assistance to him or help him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3a038167-831f-4d20-b03e-d88584fbec72/748a.mp3
nēsosāp,the number twelve,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/51f9049a-3159-4837-a118-5f5ecb00d9ae/492a.mp3
nēstānaw,The number twenty,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c9a9d85d-4674-40f0-ab80-15b5af31c643/665a.mp3
nēstōhāhcēhōwin,Weariness,
nēstōsēwin,State of being tired,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a69f217f-1490-408a-9f2a-3a1a42607e0e/889a.mp3
nēstwāyāwin,The state of being dispirited or tired,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/87acae0e-afe9-4491-a459-50af27534472/928a.mp3
nēta,right there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0062f538-3791-46b6-9393-2d72e8d5ee69/4c.mp3
nētē,Over there,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/185dc5b2-f985-4676-b66e-57778ffd53f7/198a.mp3
nēwo,The number four,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b02b0da4-7f8e-482d-93b7-dae73026ef5c/90a.mp3
nēwosāp,Number fourteen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6357c60b-c3bc-4b46-98ff-d71b8fdd940b/494a.mp3
nēyanan,The number five.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6814ce11-a7fb-4d6f-aede-b6205906f7f8/455a.mp3
nēyananosāp,Number fifteen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3e5b0997-1a0e-4ff7-83ce-b8991b66f8e4/870a.mp3
nēyānān,We or us,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/31f26387-efef-4181-9c57-dd0969c9f2f6/611aa.mp3
ni,prefix,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/40704bce-2347-4d98-9eef-706722047fa4/4a.mp3
nihtā,"preverb- knows how to, is good at, or expertness",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2ffab409-fb53-4c66-9e01-0e9313cb96e7/62c.mp3
nika,prefix means I will,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1a0efd9d-8f8e-4221-9c57-4aee8b0e6d98/21a.mp3
nikamōh,Sing,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6a466660-35a3-429d-b1b9-8be84bdb46d1/242a.mp3
nikotwāsi kīsikāw,Saturday,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ce09d1e6-5d6b-485c-a39f-030b1563d57b/1035a.mp3
nikotwāsik,The number six,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6fc090c9-ba72-4b5c-b9f9-6edb72e54030/746a.mp3
nikotwāsi’sāp,The number sixteen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d5a83341-2a45-465c-81c7-4ce0d75f32bd/923a.mp3
nikâwe,my mother,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1ce95e8a-9187-4858-803c-cf474fd459c7/mymother.mp3
nimis,my older sister,
nimosôm,my grandfather,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/04efd66b-0916-487b-97d8-720b4e104c49/mygrandfather.mp3
nipā,Sleep,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d7d4bae7-6398-4d32-a0da-7d1d41728533/81a.mp3
nipāw’ kamik,A place for sleep structure,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4e68f384-d840-4b9a-83f9-b4694e157f6f/1011a.mp3
nipē,Water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/982840a3-0725-49fa-926b-bb1013bf25fa/166a.mp3
nipēwāpoy,Watery liquid,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8d6ae2d3-18fd-4768-9215-057471689714/723a.mp3
nipēwin,A bed,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9f686565-1c57-498a-8a24-d2ebf8cce3f1/444a.mp3
nisitohta,Understand it,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0293648f-75ea-4c2a-b4cd-f4a1419f1ec2/479a.mp3
niskak,Geese,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0b57f445-a1c2-44ba-94d8-7aa44a765da3/218a.mp3
niskā,goose,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b48c6ddd-5a13-4065-b542-f5f90f9ff323/201a.mp3
niskipēsim,March - Goose Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a5083537-c224-4354-a569-98b9d23379b2/741a.mp3
nistam,At first. The first,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/164a644d-f943-4586-94c5-3ec45af93e49/224a.mp3
nisto,The numeral - number three,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6e11a0dc-69a5-4726-a0e1-0a64b1925988/89a.mp3
nistosāp,The number thirteen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2f8a4b5a-cbb0-42d2-ac6e-f6d29f734801/493a.mp3
nitaw,"Go and ...get, do or act. depends on the verb",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8bc7b30e-95bf-4d91-8027-d8adb9cb1086/92a.mp3
nitotamāw,He asked to be given something.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8738fe12-4d38-432e-9abf-f048f1c621fd/103c.mp3
nohkom,grandmother,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e857fec3-c1e6-402b-b949-77bef74a2c2a/mygrandmother.mp3
nohtē,Would like to; wants to,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ec46b0ac-b533-48ef-971f-2ee1d8f8f242/225a.mp3
nohtâwe,my father,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/76a5f63a-1d18-40e1-9c8c-f0bb76da797f/myfather.mp3
nomoya wihkac,never,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4688ec4b-1255-45ac-a767-c3bd6ca11e5a/895a.mp3
notokwēw,Old woman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4001b272-a7a0-4288-a0f6-b9e12db2cc92/433a.mp3
nōcikwēsiw,The old woman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/978bf60f-c78e-475d-9d9d-daa1471b1a6a/642a.mp3
nōsēmahkēsis,A female fox or a vixen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84c76e90-1435-44f9-bcc3-190781480a7c/978a.mp3
nōtinkākān,A weapon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ae1a02bb-aba0-47fa-90a6-0316ed25cea7/887a.mp3
nīkāmōwin,The act of singing or a song,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9dc67aa0-6c74-4924-812f-6593c169c535/847a.mp3
nīsto kīsikaw,third day,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/99fe9c53-e6ba-4da5-b3a7-33df80ff7095/1008a.mp3
nīyāno kīsikāw,Friday,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3f476cc9-420f-4a2c-b23c-bc4533384c8f/957a.mp3
o,possesive prefix-prenoun= means his or her/preverb=3rd person,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6ca0f452-389e-462a-853c-41a8a4a07cfd/1c.mp3
ohcitaw,something done on purpose; deliberately,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9a7147c8-a5a0-4a26-a777-ce98cd14c94d/282a.mp3
ohpēw,He Leaps,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4063a7d8-ba05-455d-b2ea-b35a84e75580/32c.mp3
ohphōwipēsim,August - Flying Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/425d683a-1d45-4a64-8865-2d9ee4b1d57d/914a.mp3
ohpikin,It grows,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9ec6472b-b91b-4608-adb6-038c80280033/33c.mp3
ohpikiw,He grows up.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3784c735-db63-4087-a164-0933d5d60b5b/34c.mp3
ohtēsikēwin,The act of boiling water.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/eb58b00c-eec1-4dea-a846-78c6c71eb4d4/852a.mp3
okehkwahakēs,An adult wolverine,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/188e33f4-c81d-46d5-968f-d8464f6a48d2/687a.mp3
okinēy,A tomato,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/236fee0e-efb4-4873-b590-99bdf2e7ab6e/260a.mp3
omātōw,A weeper,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/44a78bd7-4497-4495-8a0e-f73e5100c2fc/401a.mp3
onikohtēw,A woodcutter,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/98aad0ce-49fa-45f4-b8a4-c39006049c71/557a.mp3
onōcihitowipēsim,September - Mating Moon,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e8647298-ea69-4724-997f-074fcc3c4bc0/1030a.mp3
opaskawēhopēsim,June- egg hatching month,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33422ad5-2e31-48cc-be74-c13177ee1084/959a.mp3
osām,As prefix: too much / as a full word: because,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f3b1301e-fb0e-4ea3-a564-dccc47afe17f/93a.mp3
osāwās,An orange,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a3ee8866-8b5e-4eb7-9b3f-38489ca3ad8d/420a.mp3
osāw’pihēsēs,yellowbird,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c2439e3c-f690-4c0e-8628-f249c64269b8/1006a.mp3
osihtā,"make it, fix it. (inanimate- a thing)",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/25c7b0ae-cb4e-4c2e-9f46-a01ac3b4f2b5/256a.mp3
oskātāsk,A carrot,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bc0c2907-2b8c-4e55-a39e-17cce774458b/630a.mp3
oski,prefix means young or new,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ce393329-92a1-4337-8c29-0bcd43e7eff3/104c.mp3
oskinikiskwew,A young woman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/22e3c935-fd3f-4ec6-9928-514a64a3baa2/878a.mp3
otahōwēw,A winner/or he won,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e708cc10-af8e-4f5b-832e-6858d044aba1/375a.mp3
otatoskēw,An industrious worker.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3b30caf4-4ffd-417a-bbc8-e12ce4501255/534a.mp3
otēhimin,strawberry,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d24c731c-1a32-401d-ba58-9ace2f4396cd/466a.mp3
otēhipak,A cabbage,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9a75b7d7-d6f8-45fe-954f-d0958c872152/465a.mp3
owāstāhikēw,a waver,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/bd5a3a0b-4aa9-4025-880f-b3477952763d/980a.mp3
oyēh,At the time when; back then,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f3a309fe-6692-4c68-aa8e-886e8cab5c1b/95a.mp3
ōhi,these things here (inanimate),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/736555b1-cf8d-4fea-a076-1ff4e334c92a/22a.mp3
ōhōwak,Owls,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0cb4bf25-0c9f-4d28-b1fc-f1c7b7db1833/414a.mp3
ōhtēwāpoy,Boiling water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/f3952c35-d909-48e6-bba9-5735f73709dc/666a.mp3
ōki,"These animate items here. eg these cars here, these cats here",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c65287de-6ccb-4fa8-9c50-d9bd53161d77/30a.mp3
ōma,this,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3cc35239-a33f-4930-8698-dc33fca1a49d/46a.mp3
ōskēsēhōwin,The act of wearing new clothes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e054a62c-000e-480d-9e85-561845fd8252/965a.mp3
ōta,here - meaning near you,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/89e5bcfb-15ae-41b3-8915-c211047bc958/40a.mp3
ōtāpihkēw,A weaver,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/43a50fc9-50be-42a6-8cc1-b57802349425/718a.mp3
ōtē,over here (said to one far away from you),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/23f34d70-e6a3-4285-81ae-3cab69e3ee33/121a.mp3
ōtē,over here- this is said to one away from you,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4537d8e2-1c1c-4a15-8221-1cac56d62f94/94a.mp3
ōyēh,back then; at that time when,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4445e699-ae9f-472e-832f-ddb2e6a396dd/171a.mp3
pa,reduplicative prefix=meaning over and over again.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2d417ac6-379e-4368-b42b-08f16512e691/2a.mp3
pahkēkinosākay,Moosehide jacket,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5ed8d8a9-e219-495c-8495-ea9c6b27f13f/736a.mp3
pahkēkinosākay,A jacket,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d5144264-b67e-4712-a255-7b0889d5b3e9/746a.mp3
pahkin or pahkinikē,skin him as in animate (moose etc),
pahkopē,walk in the water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/37869c28-e0d7-4407-9f46-55600e5003db/60c.mp3
pahkopēk,.All of you walk in the water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/60c696cc-c5aa-4c07-b705-ca5cc4b87dc5/576a.mp3
pahkopēwin,The act of walking in the water,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1de5aaaf-326d-435b-adfb-0c34b3f648fe/846a.mp3
pahkwēsikan,Bread,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/70d3171f-43de-4843-99ad-f7be11e3ba93/803a.mp3
pahpāhsces,Woodpecker,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/89d12054-07ec-4924-82a7-b34be1ef54c0/620a.mp3
pahpētos,it all differs; in different ways,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d27b189e-5483-4af1-a221-2d3ad46795b5/540a.mp3
pahpi,laugh,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cb3c66d3-0c9b-4a7a-a390-3c146aec1b4c/96a.mp3
pahpiskich,in separate parts,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8dc352ab-dbbc-475f-b446-b099947d7acf/596a.mp3
pakowayān,shirt,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/6e107a10-6282-483d-9ce0-8906c5ed7a9c/618a.mp3
pakwahtēhon,A belt,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84e37f76-5853-4b96-8d01-b8f22079a3fc/783a.mp3
pakwahtēhona,Belts,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/75b73890-3ff8-441e-bdf6-8be83a4aeb07/871a.mp3
pakwātikōsēwin,Being morally hateful,
pamēpicēwin,A long journey or from camp to camp,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84ac1521-91cb-4b13-8cc0-a7390dd69bab/858a.mp3
pamihcikē,Drive the vehicle,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4fa3b613-4fdf-4baf-89cb-76e0d7cacf0e/623.mp3
papāmih or papami,around; about,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e915f8a9-8c70-45d7-805a-8f767ac8162c/1029a.mp3
pa-pamōhtēw,She or he is walking or traveling every where,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/33101531-4b1a-4ccf-b153-3b730f3f2c3f/902a.mp3
pāhkwayākan,A dish towel,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/db1acda6-0f60-4cec-ac57-d9934a63ba4f/1009a.mp3
pākahkām,perhaps. It is very likely.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7165e723-73a5-40a9-80c4-cd1db4bbd3fb/376a.mp3
pāsci or pāschi,over; also used as a prefix to a verb,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c98004c4-59aa-41d2-80dc-c9f816cd0392/1026a.mp3
pāstēwahtik,A piece of dried wood.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3d173794-bbb7-438b-a67f-19f47069d00a/709a.mp3
pekiskwās,Speak to him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/17c90107-b89c-4f11-b0b0-26ed0ed5dfd2/636a.mp3
peyakwayih,one of the same pair,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b035ad05-063c-45a6-8f44-aa2fbe92da30/597a.mp3
pē,prefix to a verb- meaning 'come and..',https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/0969210b-719b-499b-99f9-e6591c2fd113/7a.mp3
pēh,wait for him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84da54ae-06b7-45ee-980a-ae4923fd72ec/37a.mp3
pēhcōnēs,A blouse,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/52f2abad-6e9e-4b7a-8e05-1092d0e6c078/754a.mp3
pēhoh,wait!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/22afc2ed-125d-43a5-9741-5afbf7ea51ba/105a.mp3
pēhok,Wait! (all of you wait: plural object,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/b06d803c-c2e0-4d4a-b562-b968944ffc5c/25c.mp3
pēhowin,The act of waiting or a waiting place - room,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a5c57a68-87ae-4154-8989-b35c22b8afff/334a.mp3
pēhta,verb command -,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d6e91bad-66cd-4a99-9346-6ac2f59d2676/151a.mp3
pēhtākōsiwin,The State of being heard (as in talking).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/102909e9-30a0-46db-b7e0-603b07fdefbf/977a.mp3
pēkiskwewina,Words,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/7ee72fe7-7239-47ba-a7cd-15b0f861018a/811a.mp3
pēsimohkān,Clock,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/1556aa8a-d07e-4894-91e6-d55d2b665f6c/54c.mp3
pēsimohkānis,A watch,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d120f275-7eea-4629-bd08-00257898e2b3/53c.mp3
pēsimohkānis,Spears; Long Sharp Sticks,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2069eaf8-6d66-4be4-8fd7-76436c6ac197/417a.mp3
pēsiw,Bring him.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9532b257-44a2-4df8-89fd-3d89ff7cd85e/233a.mp3
pēw’ kistikāna,Vegetables,
pēyak,The numeral - number one,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5a4220f5-a11a-4da7-9352-3f308c3d311a/221a.mp3
pēyakosāp,The number eleven,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/52698ec9-2a57-4bc8-9fd3-ca3809ef917a/747a.mp3
pēyakwayak,in one place; in one location,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/589e1c1e-26e8-42b1-96be-16b682ca2ebc/597a.mp3
pēyakwāw,once,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/30eae9aa-afab-4db3-9c2d-0176702752e0/541a.mp3
picēkwās,An apple,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/399550e5-70c2-4ff1-8927-6cb39add5987/631a.mp3
picih,move (to another place).,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/874bf41e-7bc2-4ac7-808b-cd3f0e5818ee/104a.mp3
pihēsēsak,Baby chicks,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/882911c6-fc42-4c90-ba28-b87ca541b8f9/471a.mp3
pihkahcēwāpōs,Coffee,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/171f62f6-89c5-467b-b717-080521abe346/1005a.mp3
pihtaw,because of,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c62df66e-3732-42f4-a773-5363b6ee6a8b/228a.mp3
pihtawētāsān,root word apihtaw-middle pants mitas,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/42ec5e33-d83f-47c5-b592-09b3c073e829/650a.mp3
pihtikwē,enter; come in,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dd2e8693-9599-4847-81ea-c18ede3317aa/487a.mp3
pihtwā,Have a smoke,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/38618ffc-987a-4892-b088-27aee83e0de2/264a.mp3
piko or poko,only; solely alone in its class,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/15e8cf2f-ebfc-4626-9398-d4d587e7d94e/838a.mp3
pikwēspēhk,at any given time,
pikwēta,"anywhere, there",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d8d68ee9-9197-4ac1-8abe-710178822fe9/369a.mp3
pikwētē,"anywhere, all over",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/5e37bf0e-57f1-4004-9387-fce361d2bfa8/531a.mp3
pimātisi,Live!,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e6b0601d-9492-4294-9be5-254562dd2fb1/469a.mp3
pimēy atāwēw’ kamik,A gas station building,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/06c42957-2561-40a4-9a99-d7ff8d3dd112/796a.mp3
pimich,on the side,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/53dc812d-463d-4e26-b05c-a3d540d28cb8/163a.mp3
piminawasow’ kamik,A kitchen,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3321969a-afbc-4976-9ff0-a336eb9f94a6/1036.mp3
pimipahtā,run,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a14d5cf5-332a-4f15-9bc9-fcdfa4ce47fe/635a.mp3
pipon,It is Winter,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2d51ffdc-ac98-484a-92a6-c0582a4b83a5/28a.mp3
piponasākay,A winter jacket,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/93c04b10-7193-470c-81a9-b0d720b2ec22/776a.mp3
piponasākaya,Winter jackets,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/cf9b87ad-fa34-4ed7-8495-5518dd637b5c/865a.mp3
piponasksisina,winter boots,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/e3a08e2b-2501-469f-8a31-4d1741a37b41/941a.mp3
pipon’ asākay,Winter coat or jacket,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9064325b-4d43-41a2-b4a9-0732e0598db4/1023a.mp3
pisastēhikan,A whip,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/21fd055b-bf88-4816-bdea-c9ab5907d041/825a.mp3
pisisak,Baby Cougars (kits),https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/3d51bbbb-8ae0-4a96-bd16-e70ead78dca5/237a.mp3
piweyihtamowin,The act of thinking something is worthless.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/fecf33b9-fb22-410b-b7ef-e90fc2a9b9d6/940a.mp3
poko or piko,have to; must; for sure,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/dc24993c-0f12-4cab-a9a0-79ec7d386dc9/838a.mp3
poko or piko,"except that,",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/24636aa9-dac5-4ca1-959d-e813e5eeccaf/839a.mp3
ponihtā,Leave it alone,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/4feb1008-1866-426d-b28e-2e30b60102fd/424a.mp3
pōna,Make a fire. or add wood to the fire,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/9fd601a7-2d5e-438d-bd3c-a4f2b93a07fb/99a.mp3
pōnāyamihēw kēsikāw,Monday.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/562075b7-f205-45bb-982a-79205e562493/795a.mp3
pōnēyim,stop talking and discouraging him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/84c6a71b-49d1-4dcc-a8a0-c7b0907faeef/252a.mp3
pōni,preverb meaning stops; finishes,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/a8b6dcaf-4003-443b-8aae-352ac8861a7c/124a.mp3
pōnih,leave him alone,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d727260d-0833-47e7-b9f0-d824368c3e71/164a.mp3
pōsihtā,"load it on, carry it on board",https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/c5fb30ff-03d4-4eb4-bce5-0bba4c52fce7/459a.mp3
pōsik,All of you get on board,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/8e78afb7-8848-4279-bd7d-f1318dac70b4/226a.mp3
pōtōma,This is what it became,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/43858c27-35b1-4d64-be70-b30852fad434/370a.mp3
pwākomowin,The act of vomitting or vomit,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2a15225b-1f05-4392-9baa-51a22a6c68ed/674a.mp3
sakāw,A forest or wooded area,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/138bfdf1-be57-4bf4-9d8d-302a1da0b6af/206.mp3
sakāwēyiniw,Bushman,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/baa12b56-10ae-4f06-bd07-287c22ecfbcd/822a.mp3
sapopēwin,Wetness,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/02529f3c-7287-4ced-ba0a-eba40ba0ceb6/548a.mp3
sākahikan,A lake,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/78cd94d5-ddf2-4973-9c33-e0deb44762d4/842a.mp3
sākēwēw,He comes into view.,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/ace45232-4dc1-4dda-bb45-f9aeaea8a26a/624a.mp3
sākih,Love him. Cherish him,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/2f0b9e72-bbd8-4b2c-aae3-085e85021cfc/227a.mp3
sāsākowāpiskos,chipmunk,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/d8657a13-f441-4b21-964d-c1dafac3a2c0/770a.mp3
sēhkos,A weasel,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/01810727-94d7-4ab3-a3f6-578db3ac07af/196a.mp3
sēkahikākan,A ladle,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/22aa9ab2-605c-4303-ac9f-ab734aac00cd/873a.mp3
sēkahikākana,Ladles,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/98f7a6c4-e464-41e9-ae8e-d098a48a7b08/917a.mp3
sēkipatwā,Have or put braids on,https://fv-media-uploads.s3.amazonaws.com/cree-saulteau/23a2e8bb-091f-4cd0-b76d-b5d8482574d6/743a.mp3
